Category,Title,Channel,Video Link,Channel Link,Views,Likes,Thumbnail,Duration,Description,Summary,Video_id,Embed_code
19,"[EN]🚨제작비 한도 초과 위기🚨 평양냉면 얼마까지 먹어봤니? 겨울엔 냉면! (feat. 수육, 편육, 불고기, 어복쟁반, 녹두전) [둘이 왔어요 EP128]",운동부 둘이 왔어요,https://www.youtube.com/watch?v=0Kscnrj4vp4,https://www.youtube.com/channel/UC__J0wvxgqq4kg3i5iTgkLQ,406471,6797,https://img.youtube.com/vi/0Kscnrj4vp4/hqdefault.jpg,PT25M13S,"오늘은 운동부가 작정하고 먹는 날...!

운동부에게 법카를 넘겨주고  
김피디가 휴가를 떠났다(?) ✈☁

🥳오늘 제대로 파뤼타임이다!🎉🤸‍♀
일단 허리띠를 풀고 시작하자...! 

녹두전부터 수육, 편육, 불고기, 어복쟁반, 평양냉면, 녹두전 등등
평양냉면 집에서 이렇게까지 먹어도 되나?? 

""뭐 먹을래~? 편육도 맛있어~""
김피디도 없으니... 
제작진 먹을 거까지 아낌없이 플렉스💳 

""오늘 분위기 왜 이렇게 좋지~?😏""
운동부 사상 역대급으로 기분 좋은 주엽  

한편 태균은 김피디를 그리워 하는데...

""김성피디님 빨리 돌아와~""
심지어 태균은 점점 식욕도 잃어가고(?) 
결국 마지막에 진심을 전달하는데... 

과연 태균의 진심은...?!

#현주엽 #김태균 #운동부 #먹방 #mukbang #SportsmenMukbang",김 피디는 고기가 너무 부드럽고 맛이 있다고 했다.,0Kscnrj4vp4,https://www.youtube.com/embed/0Kscnrj4vp4
26,"미미한 습관이 중요해요, 18평 빌라에 사는 11년차 주부 | 전국살림자랑 ep.29",정리마켓,https://www.youtube.com/watch?v=19RT2PTGJ-c,https://www.youtube.com/channel/UCo-_fR_rfERWOGdVQDbr_Og,252942,3283,https://img.youtube.com/vi/19RT2PTGJ-c/hqdefault.jpg,PT21M56S,"[무료 나눔 이벤트]
고농축 다목적 세정제 파인솔 무료 나눔을 진행합니다.

[작성 양식] ⭐️중요⭐️
아래 양식에 맞춰 댓글과 구글폼 작성해주세요!
(📌두가지 모두 작성해야 이벤트 참여가 완료됩니다!)
https://forms.gle/DQYrhYBxguLP4trn8

양식) 파인솔 무료 나눔을 신청합니다.
        '청소가 필요한 장소와 나만의 노하우' 작성

예시 :  파인솔 무료 나눔을 신청합니다.
           청소가 필요한 장소는~~ 입니다.

당첨자 발표는 커뮤니티를 통해 12월 12일(화)에 발표하도록 하겠습니다.
--------------------------------
안녕하세요,
정리마켓🏠 코디네이터 정코입니다!

전국살림자랑의 스물 아홉 번째 주인공과 함께하는 살림 탐방!
두 아이를 키우는 11년차 주부의 집은 어떤 모습일까요?

#전국살림자랑 #살림 #주부



※필독※
🚨전국살림자랑 출연 신청 안내사항🚨
0. 자신 있는 살림 분야(정리, 요리, 청소, 세탁, 인테리어 등)
1. 우리 집 사진 혹은 영상 첨부 필수
2. 소정의 출연료 제공
3. 나이, 성별 무관
4. 살림에 대한 전반적인 이야기, 완벽하지 않아도 괜찮습니다.


📮 사연신청방법
1. 살고 계신 지역
2. 주거 형태(아파트, 주택, 빌라, 원룸 등)
3. 가구 인원 수
4. 본인만의 특별한 스토리를 적어주세요.(사진 혹은 영상과 함께)
5. 스토리를 재밌게 적어주시면 선정에 도움이 됩니다!

↓ 아래 카톡 연락처로 사연을 보내주세요!
📌 카톡: 010-2047-5524 (문자, 전화는 안 됩니다❌ 꼭카톡만남겨주세요!🙏)
*과분한 사랑으로 정말 많은 분들이 연락을 주고 계십니다.. 내부적으로 확인 후 최대한 답변을 드리고 있으나 누락 되는 경우가 있는 점 양해 부탁드릴게요!
감사합니다❤️




⏰타임라인 /Time Stamp

[00:00] 하이라이트
[00:37] 오늘의 주인공
[01:02] 주방
[07:29] 무료 나눔 이벤트
[08:08] 주방
[11:25] 세탁실
[13:15] 거실
[14:34] 화장실
[16:07] 옷방
[16:43] 두 아이의 방
[17:42] 안방/창고
[19:25] 인터뷰
[21:36] 출연 신청 안내",청소를 할 때 세제 찌꺼기가 많이 생겨서 청소 용품을 모아 놓고 청소를 할 때 세제를 한번 더 뿌려서 청소를 하고 있다. 청소를 할 때 세제를 많이 쓰지 않아도 되고 세제를 잘 쓸 수 있는 장점이 있다.,19RT2PTGJ-c,https://www.youtube.com/embed/19RT2PTGJ-c
22,살림 여왕 김나영의 꿀팁 가득한 랜선 집들이 중간 점검🙌🏼,김나영의 nofilterTV,https://www.youtube.com/watch?v=jh7d1uRU7zA,https://www.youtube.com/channel/UC0wNauoCVIfU_xtWwrczFiA,283336,5463,https://img.youtube.com/vi/jh7d1uRU7zA/hqdefault.jpg,PT21M39S,"한남동으로 이사 온 지도 어느덧 1년..
나영이네에 꽤 많은 변화가 생겨서 GDJ 여러분께 소개해 드립니다
각종 정리 및 청소 꿀팁까지 열심히 담아봤어요
저희집으로 놀러 오세요

제가 사용한 #페브리즈 제품들은 아래 링크로 들어가시면 자세히 보실 수 있어요~!
https://pages.coupang.com/f/s1306 
–––

• Channel

인스타그램: 
http://www.instagram.com/nayoungkeem",청소기 청소를 어떻게 하냐고 묻는 사람들에게 청소를 어떻게 하냐고 묻자 청소기를 그냥 갖다 놓는 것이 아니라 이렇게 하면 훨씬 더 상쾌해지고 살균 소독이 되는 느낌이 든다고 했다.,jh7d1uRU7zA,https://www.youtube.com/embed/jh7d1uRU7zA
24,[최강야구 클로징] 시즌 20승 달성! MVP 발표와 아쉬운 이별 'Goodbye 원성준✨' | 최강야구 68회 | JTBC 231127 방송,JTBC Entertainment,https://www.youtube.com/watch?v=jdKTUvfDpmo,https://www.youtube.com/channel/UCFL1sCAksD6_7JIZwwHcwjQ,590639,9823,https://img.youtube.com/vi/jdKTUvfDpmo/hqdefault.jpg,PT14M46S,"[클로징] 시즌 20승 달성! MVP 발표와 아쉬운 이별 'Goodbye 원성준✨'
#최강야구 #MVP #중앙대2차전MVP #원성준

📌 공홈에서 리플레이 : https://tv.jtbc.co.kr/ckmonsters
📌 #티빙에서스트리밍 : https://tving.onelink.me/xHqC/1vihef6r",선수들이 너무 잘해서 우승을 할 수 있을 것 같고 앞으로 많이 배우고 노력해서 프로그램 취재에 맞는 최강의 선수가 될 것이다.,jdKTUvfDpmo,https://www.youtube.com/embed/jdKTUvfDpmo
24,＂오빠가 다음에 사면 되죠＂ 14살 연하와 소개팅한 김승수🫢 #미우새,스브스 예능맛집,https://www.youtube.com/watch?v=9hyj44M6nRo,https://www.youtube.com/channel/UCnx4Fi4cmkLGDiFfZ311wWw,1047806,6213,https://img.youtube.com/vi/9hyj44M6nRo/hqdefault.jpg,PT15M41S,"🐣 미운 우리 새끼 369회
⏰ 매주 일요일 오후 9:05

#미운우리새끼 #미우새 #이동건 #김희철 #탁재훈 #신동엽 #서장훈 #이시언 #한혜진",우리 아들이 이렇게 예쁜 극장에서 음식을 시켜 놓고 한 번도 해본 적이 없는데 결혼을 해야 되는 거 아니냐고 생각을 하고 있는 것 같아 어떻게 된 거냐고 물었다.,9hyj44M6nRo,https://www.youtube.com/embed/9hyj44M6nRo
28,한동숙님 세팅 다녀왔습니다,눈쟁이,https://www.youtube.com/watch?v=ioBdSnsp2sA,https://www.youtube.com/channel/UCJiv3w22pf4Cgpwxo70MbhQ,188274,2365,https://img.youtube.com/vi/ioBdSnsp2sA/hqdefault.jpg,PT9M33S,"▶ 스펙
제품명 : 한동숙
가격 :  ?

https://www.youtube.com/@ukitivi

🔧 방송 세팅 문의 : https://url.eyejoker.com/EJsetup
💬 눈쟁전자 커뮤니티 : https://eyejoker.com
📊 눈쟁DB : https://eyejokerdb.com/
👁‍🗨 눈쟁이 디스코드 : https://discord.gg/eyejoker
📺 생방송 : https://www.twitch.tv/eyejoker7

👷 소소한 혜택을 즐길 수 있는 눈쟁전자 직원되기 : https://url.eyejoker.com/EJJoin
💳 눈쟁전자 컴퓨터 추천견적 : https://url.eyejoker.com/EJComputer
🖥️ 컴퓨터를 구매하려면? : https://url.eyejoker.com/Oversystem
⚙️ 제가 쓰는 장비가 궁금하다면? : https://url.eyejoker.com/EyejokerSetup

📧 광고 문의 : marketing@eyejoker.com",마이크 세팅을 어떻게 해야 할지 몰라서 그냥 바닥에 놔뒀는데 마이크에서 쇳소리가 나는 것 같다고 했다.,ioBdSnsp2sA,https://www.youtube.com/embed/ioBdSnsp2sA
23,옆반에 영어 선생님이 새로 오셨다,빠더너스 BDNS,https://www.youtube.com/watch?v=tcq60k_8DjA,https://www.youtube.com/channel/UC5xLohcPE65Y-U62X6snmRQ,601322,15276,https://img.youtube.com/vi/tcq60k_8DjA/hqdefault.jpg,PT7M8S,"#문쌤 #박재범 #why 

로이 선생님은 퓨마 정도 되겠지만,
이 교실의 호랑이 선생님은 나야. Who? 스티브 문.
That's over.

끝.

Instagram @bdnspresents",우리 반 수업에 들어와 준 선생님께 감사하다고 말했다.,tcq60k_8DjA,https://www.youtube.com/embed/tcq60k_8DjA
1,죄송한데.. 저 잘돼가는 분 있습니다!,총몇명,https://www.youtube.com/watch?v=mqofZmHpWiM,https://www.youtube.com/channel/UCRuSxVu4iqTK5kCh90ntAgA,1242984,35081,https://img.youtube.com/vi/mqofZmHpWiM/hqdefault.jpg,PT4M24S,"오늘 번외편도 시청해주셔서 감사드립니다!!

[총몇명 스튜디오]
총감독 : 총몇명 / 부감독 : 지카모토 / 제작진행 : 스노유진 / 스토리보드 : 주햄 / 작화 : 민수몬 / 배경 : 지서클 / 편집 : 연정 / 기획 : 총몇명, Belli, 센 / 사운드 : 총몇명, 세인러문 / 더빙 : 총몇명, Belli",성혁 씨는 급한 일이 생겨서 영화를 못 볼 거 같다고 했는데 급한 일 있는 걸 깜빡 잊었다고 한다. 아 맞다 성혁 씨 오늘 저녁 시간 되면 못 본 영화 보러 가요 우리 아 좋아요 싸 내 약속 취소 안 하고 영화 보러 갈 수 있게 해 줄 수 있냐고 물었다.,mqofZmHpWiM,https://www.youtube.com/embed/mqofZmHpWiM
24,"$1 vs $10,000,000 Job!",MrBeast,https://www.youtube.com/watch?v=Wdjh81uH6FU,https://www.youtube.com/channel/UCX6OQ3DkcsbYNE6H8uQQuVA,83098622,3296811,https://img.youtube.com/vi/Wdjh81uH6FU/hqdefault.jpg,PT15M39S,"I can’t believe they actually hired me lol
Try Immortals of Aveum today with a free trial for Playstation 5 and Xbox Series X|S, and a PC demo via Steam. https://bit.ly/3SV7oit #SponsoredByEA #ImmortalsofAveum

New Merch - https://mrbeast.store

SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

For any questions or inquiries regarding this video, please reach out to chucky@mrbeastbusiness.com

----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast6000/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------

Mr Beast purchased this music license using Lickd. Discover over 1 million mainstream tracks for your YouTube videos at:
https://go.lickd.co/MrBeast5
Track: Welcome To Jurassic Park from Jurassic Park License ID: 67AVXwawl0p
https://lickd.lnk.to/2k70ahf7-Mr.BeastID",우주비행사 훈련에 참가한 것에 대해 홍보를 위해 인터뷰를 했고 인터뷰 내용은 인터뷰를 통해 공개할 예정이다.,Wdjh81uH6FU,https://www.youtube.com/embed/Wdjh81uH6FU
26,"새벽 5시 기상, 따뜻한 집밥과 남편 도시락 / 맛있는 집밥을 위한 간편식 추천 The미식 국물요리 / Cook with Me",꿀주부 Honeyjubu,https://www.youtube.com/watch?v=FPeqw0LCg2Y,https://www.youtube.com/channel/UCg_xrQ9KMN7wL4moBwuxZWw,235580,7877,https://img.youtube.com/vi/FPeqw0LCg2Y/hqdefault.jpg,PT21M18S,"여러분 안녕하세요. 꿀주부입니다. 😊💖

🌿 이 영상에는 ‘The 미식' 유료 광고가 포함되어 있습니다.

🌿 더미식 국물요리 👉 https://brand.naver.com/harim_firstkitcken/products/7406483526?nt_source=youtube&nt_medium=ppl&nt_detail=soup&nt_keyword=honeyjubu_231128

링크를 통해, 다양한 The미식 국물요리를 만나보세요! 🤗


오늘은 The 미식 국물요리와 함께 맛있는 집밥을 준비했어요.🤗
새벽 5시 기상과 함께 하루를 부지런히 시작해요.
그리고 매일 따뜻한 집밥을 준비해요.🥰

집밥이 더 맛있어 지는 'The미식 국물요리'
오늘도 영상 즐겁게 시청해주세요.🙏🏻🙏🏻
그럼, 다음 주에 또 만나요.❤️




#Honeyjubu  #cookwithme #집밥 
#더미식 #더미식국물요리 #The미식국물요리 
#국물맛집 #미역국 #갈비탕 #된장찌개



🎵 bgm
https://artlist.io/royalty-free-music/song/cloud-9/120752
https://artlist.io/royalty-free-music/song/somewhere-new/120751
https://artlist.io/royalty-free-music/song/stay/120750



🧁 instagram : https://www.instagram.com/honeyjubu/
🧁 Business mail  : honeyjubu7@gmail.com
🧁  Editing program : Adobe  Premiere Pro
🧁  Camera Information : Sony6400
😅 I don't have Facebook.



🌳 제 채널의 모든 영상은 저작권 보호를 받고 있습니다. 
다른 싸이트에 무단 도용 및 풀버전, 2차 편집 업로드를 금지합니다.",The미식 소고기미역국은 상온에 보관할 수 있고 신선한 재료가 가득 담겨 있어 아이들도 안심하고 먹을 수 있다.,FPeqw0LCg2Y,https://www.youtube.com/embed/FPeqw0LCg2Y
19,베트남 길거리에서 캐스팅한 여신급 모델이 회사로 찾아왔습니다,초코우유 Chocouyu,https://www.youtube.com/watch?v=zgqXIwg5x2o,https://www.youtube.com/channel/UCsgATy-l7XJ8AnWavH99WdQ,160935,7422,https://img.youtube.com/vi/zgqXIwg5x2o/hqdefault.jpg,PT11M45S,"안녕하세요 
우유입니다, 오늘 영상재밌게 봐주시고 
구독 좋아요 알람설정 해주세요~
사랑해요❤️❤️

#베트남 #코이티비 #우유",우리 한국 시어가 베트남에 진출하게 돼서 퀄리티가 너무 좋아 깜짝 놀랐는데 앞으로 어떻게 풀어나가야 될지 잘 관리를 해서 열심히 해보도록 하겠습니다 감사합니다 그리고 열심히 가요 잘 가요 잘 가요 잘 가요 잘 가요 잘 가요 잘 가요 잘 가요 잘 가요 잘 가요 잘 가요 잘 가요 잘 가요 잘 가요 잘 가요 잘 가요 잘 가요 잘 ,zgqXIwg5x2o,https://www.youtube.com/embed/zgqXIwg5x2o
24,"삼식 집 근황+쁘띠 산악회 기흥투어(with 괴물쥐, 노돌리, 다주, 명훈, 서넹, 삼식)",양띵의 사생활,https://www.youtube.com/watch?v=7hyBmXfrg7M,https://www.youtube.com/channel/UCHcDLOhRi_WkDJ3zOM3FehQ,127698,2268,https://img.youtube.com/vi/7hyBmXfrg7M/hqdefault.jpg,PT8M5S,"- 재생목록 보기:https://www.youtube.com/playlist?list=PL5fP1bYd3wqH7wTZ_2XRe_sARORrbQ0Kw
- 구독하기: https://goo.gl/YXx6Ak
- 생방송 시청하기 (트위치): https://www.twitch.tv/yd0821

*양띵의 사생활 채널과 다양한 양띵 커뮤니티로 놀러오세요!
● 양띵 유튜브: http://www.youtube.com/d7297ut
● 깡졍일기: https://www.youtube.com/깡졍일기
● 양띵 네이버TV: http://tv.naver.com/thyangdding
● 양띵TV 공식 팬카페: http://cafe.naver.com/familyyd
● 양띵TV 공식 인스타그램: http://instagram.com/ydtv_official
● 양띵 인스타그램: https://instagram.com/yd0821
● 양띵 페이스북: https://www.facebook.com/d7297
● 양띵의 리얼라이프 (블로그): http://ydtydt123.blog.me

*양띵TV 크루들의 유튜브 채널도 구독하세요!
● 양띵TV눈꽃: https://www.youtube.com/user/hanseol21
● 양띵TV다주: https://www.youtube.com/user/ddddaju
● 양띵TV루태: https://www.youtube.com/channel/UCzPLwuw2vJgxtEQk2nM4TVg
● 양띵TV삼식: https://www.youtube.com/user/3castle1
● 양띵TV서넹: https://www.youtube.com/user/doorong1
● 양띵TV콩콩: https://www.youtube.com/c/kong77
● 양띵TV후추: https://www.youtube.com/user/huchu69

COPYRIGHTS ⓒ 2019 YD Corp. ALL RIGHTS RESERVED.

#양띵 #브이로그 #집들이",우리 집 냉장고 문이 열리고 있는데 왜 이렇게 잘하냐고 왜 이렇게 잘하냐고 왜 이렇게 잘하냐고 왜 이렇게 잘하냐고 왜 이렇게 잘하냐고 왜 이렇게 잘하냐고 왜 이렇게 잘하냐고 왜 이렇게 잘하냐고 왜 이렇게 잘하냐고 왜 이렇게 잘하냐고 왜 이렇게 잘하냐고 왜 이렇게 잘하냐고 왜 이렇게 잘하냐고 이제 인사의 성공의 이유 다 어디 실까 어디 실까 ,7hyBmXfrg7M,https://www.youtube.com/embed/7hyBmXfrg7M
22,🌴 제주도로 태교여행을 다녀왔습니다. 태교를 빙자한 먹방의 향연 1탄!,해쭈 [HAEJOO],https://www.youtube.com/watch?v=1mb-lpS1XXo,https://www.youtube.com/channel/UC6KwCU8Y8Uw4h_Q0ptLZkqw,742338,17758,https://img.youtube.com/vi/1mb-lpS1XXo/hqdefault.jpg,PT52M9S,"-

비지니스 문의는 이쪽으로 👉🏽 haejoo@sandboxnetwork.net
감성가득 인스타그램 👉🏽  https://instagram.com/hae_jooooo_
미지의 그곳 해쭈 팬카페 👉🏽  https://m.cafe.naver.com/australiahaeju",제주도에 도착해서 밥을 먹고 산책을 하고 있는데 갑자기 누가 화장실에 갔다 왔다며 우리 집에 있는 빵을 사 달라고 해서 빵을 하나 샀다. 너무 맛있다 그래서 나도 빵을 하나 샀다. 너무 맛있다 그래서 나도 빵을 하나 샀다. 너무 맛있다 그래서 나도 빵을 하나 샀다. 너무 맛있다 그래서 나도 빵을 하나 샀다. 너무 맛있다 그래서 ,1mb-lpS1XXo,https://www.youtube.com/embed/1mb-lpS1XXo
24,웃소 우디 전역했습니다! (복귀 신고합니다🫡 ),웃소 Wootso,https://www.youtube.com/watch?v=Noen5CvT_2g,https://www.youtube.com/channel/UCmzMtXrJgfCqA0rfhz8_P4A,884627,21384,https://img.youtube.com/vi/Noen5CvT_2g/hqdefault.jpg,PT28M55S,"2020년 4월 유튜브 채널에 작별 인사를 드린 이후로,
입대하기 전까지 어찌저찌 가끔씩 채널에 인사드리다가 2022년 5월 입대를 한 우디.
다른 멤버들도, 우디도 다시 웃소라는 이름으로 만나길 오래 기다려왔는데,
드디어 그 날이 왔습니다!

병장 우재영, 전역을 신!고! 합니다!


웃소의 다양한 굿즈는!? 웃소샵 ▶ http://wootsoshop.com
웃소 구독하기 ▶ https://goo.gl/UnQQTU
웃소 멤버십 [아코] 가입하기 ▶ http://youtube.com/wootso/join


[웃소는?!]
웃소 채널은 함께 공감할 수 있는 유형별 공감 영상, 보드게임을 비롯한 다양한 게임 및 챌린지 등 함께 모여 왁자지껄 떠들며 즐기는 모든 웃음을 영상으로 담습니다! 뚜루뚯뚯 뚜뚜뚜루루~ 우~웃소!

웃소 Wootso
홈페이지 http://wootso.com
웃소샵 http://wootsoshop.com
인스타그램 http://instagram.com/wootso",우디는 군대 생활을 하면서 제일 좋아하는 음식을 먹고 있는데 갑자기 화장실에서 갑자기 빵을 먹고 화장실 앞에 앉아서 이야기를 하는 것이 너무 웃겨서 웃소에 다시 합류했다.,Noen5CvT_2g,https://www.youtube.com/embed/Noen5CvT_2g
22,연예인맛집에 갔더니 진짜 잘생긴 배우분을 만났습니다😳 서울 3대 고깃집 남영돈 먹방,tzuyang쯔양,https://www.youtube.com/watch?v=HsxX7VMM718,https://www.youtube.com/channel/UCfpaSruWW3S4dibonKXENjA,2001751,39376,https://img.youtube.com/vi/HsxX7VMM718/hqdefault.jpg,PT18M30S,"각국어 번역 자막 제작 : 
컨텐츠 제작의 마무리는 컨텐츠플라이! 글로벌 진출을 위한 최고의 파트너,
CONTENTSFLY에서 제작되었습니다.
https://www.contentsfly.com

비지니스 메일:gardenm1120@gmail.com",용산 골목에 있는 남영돈은 삼겹살과 가브리살 등 고기가 진짜 부드럽고 맛있다.,HsxX7VMM718,https://www.youtube.com/embed/HsxX7VMM718
20,코마 질문과 답변,코마,https://www.youtube.com/watch?v=6JErCANsCWI,https://www.youtube.com/channel/UCIigIgtZ65TiGQSmnVJaUCQ,207666,8726,https://img.youtube.com/vi/6JErCANsCWI/hqdefault.jpg,PT8M9S,.,유튜브 채널을 꾸준히 올릴 수 있는 마음가짐이 있냐고 묻자 유튜브 채널을 하는 이유는 유튜브가 알고리즘을 떨어뜨려서 조회수가 안 나오는 기적의 시기였기 때문이라고 답했다.,6JErCANsCWI,https://www.youtube.com/embed/6JErCANsCWI
23,빵빵이의 흑화 ~!,빵빵이의 일상,https://www.youtube.com/watch?v=z-FGKPVGv9s,https://www.youtube.com/channel/UCI2T1_bAtgnKKzfhw3Qib9w,3046123,58621,https://img.youtube.com/vi/z-FGKPVGv9s/hqdefault.jpg,PT3M41S,"기획/대본: 이주용, 장예빈
애니메이션: 이주용, 허영현, 하현준, 김민석, 윤준식
배경/3D: 추헌주
도움: 황보현정, 강민주",게임 캐릭터는 어떻게 이겨 지냐고 하는 새끼가 왜 이렇게 사람이 변했냐고 했다. 게임 캐릭터는 어떻게 이겨 지냐고 하는 새끼가 왜 이렇게 사람이 변했냐고 했다. 게임 캐릭터는 어떻게 이겨 지냐고 하는 새끼가 왜 이렇게 사람이 변했냐고 했다.,z-FGKPVGv9s,https://www.youtube.com/embed/z-FGKPVGv9s
22,겨울에 더 맛있고 잘자라는 12월에 심어도 대박나는 8가지 작물 김장채소 뽑은자리에 심을채소 추천 월동되는최고의식물 시골텃밭 #친환경#주말농장#건강#힐링#귀농#정원#전원생활,산골여행,https://www.youtube.com/watch?v=X8QLyVf7cgM,https://www.youtube.com/channel/UCX3jMYyi3smD-ltueIQMawA,510033,7378,https://img.youtube.com/vi/X8QLyVf7cgM/hqdefault.jpg,PT23M56S,.,봄에 수확할 수 있는 채소는 봄에 파종을 하면 겨울 채소로 최고이다 봄에 수확할 수 있는 채소는 봄에 파종을 하면 겨울 채소로 최고이다 봄에 수확할 수 있는 채소는 봄에 파종을 하면 겨울 채소로 최고이다 봄에 수확할 수 있는 채소는 봄에 파종을 하면 겨울 채소로 최고이다 봄에 수확할 수 있는 ,X8QLyVf7cgM,https://www.youtube.com/embed/X8QLyVf7cgM
25,💀 이스라엘은 왜 헤즈볼라를 무서워할까? / 💀 헤즈볼라는 누구인가,지식해적단,https://www.youtube.com/watch?v=fJRjCdd1nSs,https://www.youtube.com/channel/UC9cCBxBAQW2CzLYeT20q49A,284315,4834,https://img.youtube.com/vi/fJRjCdd1nSs/hqdefault.jpg,PT19M55S,"🏴‍☠️지식해적단 멤버십 가입
https://www.youtube.com/channel/UC9cCBxBAQW2CzLYeT20q49A/join
☠ 궁금한 거? 구독과 좋아요만 눌러주면 우리가 알아서 약탈해줄게! 🦜

중동의 무장단체 하면 참 많은 집단들이 떠오릅니다.
노딱이 무서워 자세히 거론하진 않습니다만… 징글징글한 놈들 많죠?
그런데 그 중에서도 약간 특이한 녀석들이 있습니다.
다름아닌 헤즈볼라! 테러단체인지 아닌지 살~짝 애매한 집단으로…
레바논의 합법 정당인 동시에, 레바논 남부를 실질 지배하고 있는 군벌 세력이기도 하죠.

지난 영상에서 레바논 내전이 터지기까지의 과정을 살펴봤는데요.
그 와중에 헤즈볼라가 어떻게 탄생했고, 어떤 역사를 밟아왔는 지 알아봅니다.

#헤즈볼라 #이스라엘 #레바논내전",레바논 내 시아파 세력은 레바논 정부가 레바논 내 평화 유지를 위해 무장 투쟁을 계속할 수밖에 없었고 레바논 정부가 레바논 내 평화 유지를 위해 무장 투쟁을 계속할 수밖에 없었다. 레바논 정부는 레바논 내 시아파 세력을 결집시키기 위해 무장 투쟁을 계속할 수밖에 없었다. 레바논 정부는 레바논 내 시아파 세력을 결집시키기 위해 무장 투쟁,fJRjCdd1nSs,https://www.youtube.com/embed/fJRjCdd1nSs
28,Octopus vs Underwater Maze,Mark Rober,https://www.youtube.com/watch?v=7__r4FVj-EI,https://www.youtube.com/channel/UCY1kMZp36IQSyNx_9h4mpCg,16004774,544646,https://img.youtube.com/vi/7__r4FVj-EI/hqdefault.jpg,PT17M13S,"I, for one, welcome our Octopus overlords. Ask for the CrunchLabs Build Box for Christmas and then let’s build some cool stuff together. Get the Holiday special two FREE boxes at  https://crunchlabs.com/octopus

I started a company called CrunchLabs, where we build a toy together, and then I teach you all the juicy physics for how it works. So if you want to learn to think like an engineer and have a really fun time doing it, check out the current promotion where you get 2 FREE boxes at https://crunchlabs.com/octopus

Thanks to these folks for providing some of the music in the video: 
Ponder -    / @Pondermusic 
Laura Shigihara - @supershigi 
Andrew Applepie - https://soundcloud.com/andrewapplepie 
Blue Wednesday - https://soundcloud.com/bluewednesday 

Special thanks to https://www.thunderlaserusa.com prototyping and building this maze would not have been possible without their very cool tools. 
 
NO PURCHASE NECESSARY. Promotion starts on 1/1/2023 & ends on 12/31/23, subject to monthly entry deadlines. Open to legal residents of the 50 U.S. & D.C., 18+. 1 prize per month: each month is its own separate promotion. For the first 2-3 months, winner may be notified via phone call instead of winning game piece. If a monthly prize is unclaimed/forfeited, it will be awarded via 2nd chance drawing. See Official Rules at crunchlabs.com/sweepstakes for full details on eligibility requirements, how to enter, free method of entry, prize claim procedure, prize description and limitations. Void where prohibited.",사시미가 물고기를 먹고 있는 것을 보고 물고기를 먹는 것을 보면 물고기를 먹는 것을 보면 물고기를 먹는 것을 보면 물고기를 먹는 것을 보면 물고기를 먹는 것을 보면 물고기를 먹는 것을 보면 물고기를 먹는 것을 보면 물고기를 먹는 것을 보면 물고기를 먹는 것을 보면 물고기를 먹는 것을 보면 물고기를 먹는 것을 먹는 것,7__r4FVj-EI,https://www.youtube.com/embed/7__r4FVj-EI
22,러시아에서 좋은 친구가 생겼다 [94],SJSTORY,https://www.youtube.com/watch?v=GO2i-6XdvN4,https://www.youtube.com/channel/UCQWylDRwci5zpGZxLmgtbEg,93190,4917,https://img.youtube.com/vi/GO2i-6XdvN4/hqdefault.jpg,PT17M6S,.,러시아는 전쟁이 빨리 끝나야 되는데 한국 음식을 먹으러 왔는데 혼자 온 게 아니라 러시아 친구와 같이 왔다. 나는 한국 음식을 먹고 싶어서 왔는데 혼자 온 게 아니라 러시아 친구와 같이 왔다. 나는 한국 음식을 먹고 싶어서 왔는데 한국 사람들이 너무 친절하게 대해 줘서 좋았다.,GO2i-6XdvN4,https://www.youtube.com/embed/GO2i-6XdvN4
