Category,Title,Channel,Video Link,Channel Link,Views,Likes,Thumbnail,Duration,Description,Summary
22,저녁만 먹고 들어갔는데,썰푸는 라디오,https://www.youtube.com/watch?v=9PquVJbM030,https://www.youtube.com/channel/UCvzhuZ8mhpg-Z7o-1rBzZlQ,433219,9461,https://img.youtube.com/vi/9PquVJbM030/hqdefault.jpg,PT31S,.,공처가 회식에 간 공처가가 음식이 나오고 막 숟가락을 들려고 하는데 마누라가 왜 안 오냐고 문자로 쏘아붙였다 남편은 저녁만 먹고 가겠다고 문자를 보냈고 집에 도착했는데 현관에 들어서자마자 마누라가 싸대기를 때렸다
1,아내의 시신을 살인자 앞에서 오열하며 수습하는 남편 #미스터션샤인,모두의짤,https://www.youtube.com/watch?v=RmRvls_0Cw0,https://www.youtube.com/channel/UC5zCMc7wK_BHKcPQ7g6UjSw,625674,9990,https://img.youtube.com/vi/RmRvls_0Cw0/hqdefault.jpg,PT1M,#shorts,유지는 분노하며 리카이 그게라 분노하고 격지가 벌어지는데 군은 상대인 뭔지 승 람이 생각지도 못했는데 답이 나와 말 안하며 아내 홍파 신을 직접 수습하는 승
24,돈 좀 있는 사람이 알바를 보는 시선 #마이데몬 #김유성 #송강,드라마 핫쇼츠,https://www.youtube.com/watch?v=1BaacJZkh6w,https://www.youtube.com/channel/UCMMx5jGFIQn8UNBg8sGvpmQ,872832,13069,https://img.youtube.com/vi/1BaacJZkh6w/hqdefault.jpg,PT1M,"#shorts #마이데몬 #김유정 #송강 #이상이 #김해숙 #조혜주

악마 같은’ 재벌 상속녀 도도희와 한순간 능력을 잃어버린 ‘악마’ 구원이 계약 결혼을 하며 벌어지는 판타지 로맨틱 코미디",2023년 대한민국 식품부문 최고 경영인상 수상자서는 비서 번호로 쥐꼬리만한 월급으로 술값 내려 카드값 내려 그쪽 머릿 수치 세월을 정통으로 맞을 생각을 하니 가슴이 아프다.
1,패드립 치는 조대비 참교육 하는 중전 #shorts,허니쇼츠 - 영화 드라마 명장면,https://www.youtube.com/watch?v=eAT5-nugO50,https://www.youtube.com/channel/UCY6Q4_f7O4IUaABhfvQOdGQ,504559,13517,https://img.youtube.com/vi/eAT5-nugO50/hqdefault.jpg,PT1M,#철인왕후 #신혜선 #김정현 #배종옥 #김태우 #설인아 #나인우,선왕들의 제사를 지내는 신성한 곳에 화려한 차림으로 오는 건 신뢰란 말이다 함부 하러 갈 땐 빡세게 꾸미고 가는 게 국물이라 함부 하러 갈 땐 빡세게 꾸미고 가는 게 국물이라 아 뜨거 뜨거워 
22,부부가 깜짝 놀란 이유 #shorts #short #남편 #부부 #사연 #라디오 #유머 #재미 #웃긴영상 #웃긴 #재미있는 #이야기 #웃긴동영상 #웃음 #여자,별별라디오,https://www.youtube.com/watch?v=NLc-jmiqcaI,https://www.youtube.com/channel/UCCwqp4Zxm-uOitS1_pfYoew,102193,2218,https://img.youtube.com/vi/NLc-jmiqcaI/hqdefault.jpg,PT40S,부부가 깜짝 놀란 이유 #shorts #short #남편 #부부 #남자 #사연 #라디오 #유머 #재미 #웃긴영상 #웃긴 #재미있는 #이야기 #웃긴동영상 #웃음 #여자,신혼부부가 결혼 첫날 저녁상을 쳐다보지도 않고 신부를 보며 사랑을 나누었다 그 다음날도 그 다음날도 그런 일이 며칠 동안 계속되었다 
1,죄송한데.. 저 잘돼가는 분 있습니다!,총몇명,https://www.youtube.com/watch?v=mqofZmHpWiM,https://www.youtube.com/channel/UCRuSxVu4iqTK5kCh90ntAgA,1244935,35121,https://img.youtube.com/vi/mqofZmHpWiM/hqdefault.jpg,PT4M24S,"오늘 번외편도 시청해주셔서 감사드립니다!!

[총몇명 스튜디오]
총감독 : 총몇명 / 부감독 : 지카모토 / 제작진행 : 스노유진 / 스토리보드 : 주햄 / 작화 : 민수몬 / 배경 : 지서클 / 편집 : 연정 / 기획 : 총몇명, Belli, 센 / 사운드 : 총몇명, 세인러문 / 더빙 : 총몇명, Belli",성혁 씨 급한 일이 생겨서 영화를 못 볼 거 같다고 했는데 괜찮냐고 해서 미안하다고 했다 아 미안 나 집에 급한 일 있다고 했는데 괜찮냐고 했다 아 미안 나 간다 아 미안 나 간다 아 미안
1,최민식이 삥 뜯는 건달 처리하는 방법 #카지노 #디즈니플러스,펀메이커 - 영화 드라마 명장면,https://www.youtube.com/watch?v=Cd-A9Lj0Dz0,https://www.youtube.com/channel/UCKbT9HH7dXjttvPeyvGywZw,564998,5375,https://img.youtube.com/vi/Cd-A9Lj0Dz0/hqdefault.jpg,PT59S,#최민식 #손석구 #이동휘 #홍기준 #허성태 #이혜영 #오달수 #이문식,모주로 온 건 알겠는데 불 좀 빌릴 수 있을까요 음악 좀 빌릴 수 있을까요 사장님하고 다음에 가르쳐 줄게 저 또라이 가급적 상대하지 마세요 고맙습니다 
1,전교1등엄마가 학교에 날리는 사이다ㅋ #스물다섯스물하나,숏츠허니,https://www.youtube.com/watch?v=6SgADYBM2c0,https://www.youtube.com/channel/UCoLAzXUKxEevtB33xDRGQ-A,373639,6270,https://img.youtube.com/vi/6SgADYBM2c0/hqdefault.jpg,PT37S,#스물다섯스물하나 #김태리 #나희도 #최현욱 #남주혁 #백이진 #고유림 #보나 #명장면,뻔뻔하게 지자리 지키고 앉아 있으면서 딸한테 사과하라고 했다면서요 진정이 되겠냐고 진정이 되겠냐고 당신도 이런 선생 감싸고 도는 거 보면 한통 속이라고 진정이 되겠냐고 진정하라고 진정이 되겠냐고 진정하라고 했다 치자 진정이 되겠냐고 했다 치자 <extra_id_23><extra_id_23>거냐 <extra_id_23>
20,슈붕 vs 팥붕,고세구 GOSEGU,https://www.youtube.com/watch?v=PDdYJJIuBpk,https://www.youtube.com/channel/UCV9WL7sW6_KjanYkUUaIDfQ,253145,23506,https://img.youtube.com/vi/PDdYJJIuBpk/hqdefault.jpg,PT37S,"#이세돌 #이세계아이돌 #고세구 

응 슈붕이 진리야

-고세구 트위치
https://www.twitch.tv/gosegugosegu

-왁물원 링크
https://cafe.naver.com/steamindiegame

-고세구 비즈니스 메일
segugo.zip@gmail.com

-캐릭터 출처
作者名：「こまど」
Twitter:@komado_booth
(캐릭터 제작자님의 허가를 얻어 활동하고 있습니다)",슈붕 하나 주세요 우리 가게는 붕을 안 파는데 왜 안 팔아요 붕을 두고 만 원에 밥이나 팔고 있으니 장사한 잘 왔습니다 탁월게 하나 주세요 슈붕 하나 주세요 슈붕 하나 주세요 슈붕 하나 주세요 슈붕 하나 주세요 슈붕 하나 주세요 슈붕 하나 주세요 슈붕 하나 주세요 슈붕 하나 주세요 슈붕 하나 주세요 슈붕 하나 주세요 슈붕 하나 주세요 슈붕 하나 주세요 슈
22,시누이와 새언니 #shorts,함보숏,https://www.youtube.com/watch?v=CQqWWTw2R60,https://www.youtube.com/channel/UCNR5Sk28z_vaF7F5sESezSw,314684,2501,https://img.youtube.com/vi/CQqWWTw2R60/hqdefault.jpg,PT1M,#드라마 #신사의품격 #명장면 #옛드 #장동건 #김민종 #이종혁 #김수로 #윤세아 #윤진이,임태선 파이팅 임태선 파이 파 화팅 이겨라 화팅 
24,[9-10회 몰아보기] 죽은 줄만 알았던 친엄마의 정체를 알게 된 정유민과 파멸의 끝으로 가는 이민영 MBN 231126 방송,MBN Entertainment,https://www.youtube.com/watch?v=5gqxwq9iVYQ,https://www.youtube.com/channel/UCYyLIlOJyqkAFKlVjzX5img,276284,2007,https://img.youtube.com/vi/5gqxwq9iVYQ/hqdefault.jpg,PT27M34S,"MBN 주말 미니시리즈 ＜완벽한 결혼의 정석＞｜회귀 로맨스 복수극

여동생의 곁에 있으려 나와 결혼한 남편. 
이를 알고도 능멸한 여동생과 나를 이용만 하던 부모까지!
모든 것이 끝날 줄 알았던 순간 그녀에게 두 번째 삶이 주어지고, 
그녀는 오직 복수를 위해 한 남자를 선택하는데...

MBN 주말 미니시리즈 ＜완벽한 결혼의 정석＞ 토, 일 밤 9시 50분 방송

☞ MBN ENT : https://www.youtube.com/@MBN_Entertainment
☞ MBN DRAMA : https://www.youtube.com/@Drama_MBN
 
#완벽한결혼의정석#mbn#mbn드라마#주말드라마#성훈#막장#급전개#복수#흑화#회기#perfectmarriage
 
☞MBN NEWS 구독하기 : https://www.youtube.com/channel/UCG9aFJTZ-lMCHAiO1KJsirg?sub_confirmation=1
☞MPLAY 구독하기 : https://www.youtube.com/channel/UC84IlgY5HIzxKBZOt8XM5UA?sub_confirmation=1
☞MBN Entertainment 구독하기 : https://www.youtube.com/channel/UCYyLIlOJyqkAFKlVjzX5img?sub_confirmation=1
☞MBN 공식 홈페이지 : https://www.mbn.co.kr",회사 경영을 전문 경영인에게 맡기려고 하는데 이 씨가 준 서류는 가짜라고 이 씨가 말했다.
