Category,Title,Channel,Video Link,Channel Link,Views,Likes,Thumbnail,Duration,Description,Summary
26,엘지전자 가전 통틀어 내가 꼽은 혁신 1위 제품! 스탠바이미 리뷰 l 내돈내산,귀곰,https://www.youtube.com/watch?v=QI0ot5lHulE,https://www.youtube.com/channel/UCiTGSmGgJtKTcjEvDk_zRhw,341675,4691,https://img.youtube.com/vi/QI0ot5lHulE/hqdefault.jpg,PT10M55S,"기술적 혁신이라고는 찾아볼 수 없는...아니 화질만 보면 퇴보일 수 밖에 없는 이 TV가 가전광인이 뽑은 LG 혁신 제품 1위인 이유. 궁금하다면 끝까지 보자.

영상 속 제품들 구매링크
하단 링크로 구매하면 오늘의집과 쿠팡으로부터 일정액의 수수료를 귀곰채널이 제공 받아 내돈내산 리뷰 운영에 도움이 된다.

스탠바이미 
*카드할인 적용시 무려 84만원 대
https://link.coupang.com/a/bgcg4J
*카카오페이 적용시 89만원 대
https://ozip.me/fz5R7NX?af

스탠바이미 go
*카드할인 적용시 89만원 대
https://link.coupang.com/a/bgcjvN

빨간 왕리본
https://link.coupang.com/a/bgciJE

#스탠바이미 #TV리뷰 #스탠바이미2
#귀곰 #귀곰리뷰 #귀곰전자제품리뷰
#귀곰가전제품리뷰 #곰리뷰
#곰전자제품리뷰 #곰가전제품리뷰
#곰가면리뷰",스탠바이 미는 TV 시청 시 원하는 위치에서 화면 각도 조절과 높이 조절이 가능해 편리하다 특히 넷플릭스 같은 영상을 볼 때 넷플릭스 앱을 통해 볼 수 있어 좋다 장점 중 하나는 디자인이다 장점 중 하나는 디자인이다 장점 단점 비교 불가다 <extra_id_25> 
27,왜 10~20대는 갤럭시를 외면할까? 아이폰에 어떤 매력이?,지식공장장의 지식공장,https://www.youtube.com/watch?v=ITeYQ20k5OI,https://www.youtube.com/channel/UCS4Fo217cSqGNTgOhi1IVIA,38529,1454,https://img.youtube.com/vi/ITeYQ20k5OI/hqdefault.jpg,PT10M54S,"#애플 #삼성 #아이폰 #갤럭시 

◆ 출간도서: 
《돈, 역사의 지배자》 : https://tinyurl.com/2gag649p
《일본졸업》 : https://tinyurl.com/2lnvovxk

◆ 타임라인
0:00 머리말
1:19 스마트폰의 탄생
2:07 갤럭시의 이미지
4:27 왜 아이폰인가?
6:15 반드시 소비자 경험!
7:15 소비자 최대의 난관!
9:30 결국은 방식의 차이

◆ 참고자료

* 논문, 저널
스마트폰의 브랜드 이미지가 고객만족과 충성도에 미치는 영향 (김성윤, 이상준/2023)

2012-2023 스마트폰 사용률 & 브랜드, 스마트워치, 무선이어폰에 대한 조사 (한국갤럽/2012~2023)

* 보도자료, 언론 기사
갤럭시 쓰는 남자는 별로"" 논란 부른 충주시 대학생 인터뷰 (YTN/2023)
갤럭시S가 안보인다""...작년 베스트셀러폰 10대 중 8대 '아이폰' 차지 (머니투데이/2023)
삼성에 웃고 우는 中 스마트폰 ODM 업체 ‘빅3’ (중앙일보/2023)
선생님 아이폰 쓰지 말라""는 민원과 삼성의 고민 (서울경제/2023)
엄마, 나 아이폰 사줘” 삼성 더는 놓쳐선 안되는 이것 (매일경제/2023)
MZ 10명 중 7명 '아힙폰'…갤럭시 '어른 쓰는 비싼 폰' 과제 (SBS Biz/2023)

Under-30 South Koreans Bought Android as First Phone; Now on iOS (Display Daily/2023)
Which Mobile Brand Has the Biggest Market Share in Every Country? (ElectronicsHub/2023)

Farewell, Internet Explorer (statista/2022)
The History of Internet Explorer (Microsoft/2005)

◆ 음악
차이코프스키: 현을 위한 세레나데

* 안내
욕설, 혐오 및 차별 표현, 타인에 대한 공격, 가짜 뉴스, 링크 등이 포함된 댓글은 삭제됩니다.",삼성은 소프트웨어를 팔기 위해 하드웨어를 파는 회사로 애플은 소프트웨어를 팔기 위해 하드웨어를 파는 회사로 아이폰은 사용자 경험을 파는 것이다 아이폰은 사용자 경험이 필요 없다 생각한다
26,이런 멀티탭 당장 버리세요!! 우리집 불납니다! #shorts,버미쌤,https://www.youtube.com/watch?v=l9s1Fxh4I_I,https://www.youtube.com/channel/UCcWXeluvExN8-eo_5KFfyjw,5492466,55569,https://img.youtube.com/vi/l9s1Fxh4I_I/hqdefault.jpg,PT1M,"앞으로 이런 멀티탭은 무조건 거르세요!!
#멀티탭 #멀티탭화재 #화재 #정격 #다이소 #꿀팁 #꿀팁정보 #버미쌤 
-Music
출처: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1200079
아티스트: http://incompetech.com/",우리가 멀티탭을 살 때 몇 구인지 또는 선 길이만 보고 사는 경우가 많은데 뒷면에 있는 정격이 적힌 부분을 꼭 확인해야 한다 전자 렌지를 사용하면 정수기는 물론이고 전기 밥솥다이 사용할 수 없다
28,"DDR5 메모리는 5600, 5200, 4800?? 어떤 거 사야 함?",체험판,https://www.youtube.com/watch?v=jFOFWC9acJY,https://www.youtube.com/channel/UCeSnJtdf_dgvFqtK1PpxygA,25868,566,https://img.youtube.com/vi/jFOFWC9acJY/hqdefault.jpg,PT6M34S,"네이버 스마트 스토어를 오픈 하였습니다, 많은 이용 부탁드립니다
https://smartstore.naver.com/archdevel [체험판.net]

카톡 견적문의 및 주문 하기
https://pf.kakao.com/_xkxhztxb [체험판.kr]
클릭하셔서 카톡주세요(현금영수증, 세금계산서 비용추가 없이 가능)
전화번호 010-3338-2213 입니다

투네이션
https://toon.at/donate/archdevel

카페-견적문의, 작업의뢰, 소통하기
http://cafe.naver.com/archdevel [체험판.com]

인스타그램
https://www.instagram.com/_trial_version

트위터
https://twitter.com/archdevel2

영상의 내용은 개인적인 의견입니다 
궁금점이 해결되셨다면 구독과 좋아요 부탁드립니다~
방송중 설명하던거 클립으로 딴겁니다. 많이 보러와 주세요
도움이 되었다면 구독과 좋아요 부탁드립니다.

노래 https://www.youtube.com/DJRossoCorsaBGMchannel
DJ RossoCorsa 구독 부탁드립니다.

OUTRO-작사, 작곡 한정훈_[Warmbo]",5600 5200 4800 중에 어떤 걸 골라야 하는지 메모리 기 한번 하고 갈까요 5600 5200 4800 중에 어떤 걸 골라야 하는지 메모리 기 한번 하고 갈까요 메모리 기 한번 하고 갈까요 메모리 기 한번 하고 갈까요 <extra_id_79>
27,"🔥PPT 년도 흐름 슬라이드, 1분 안에 만드는 법 #직장인꿀팁 #shorts",오빠두엑셀 l 엑셀 강의 대표채널,https://www.youtube.com/watch?v=XtW3Rm3Klkw,https://www.youtube.com/channel/UCZ6UHYBQFBe14WUgxlgmYfg,258420,23807,https://img.youtube.com/vi/XtW3Rm3Klkw/hqdefault.jpg,PT1M,"🚀완성 서식 다운로드
https://bit.ly/oppadu-pt-7

🔥PPT 년도 변화 슬라이드 만들기
① [삽입] - [텍스트 상자]를 선택한 후, 0부터 9까지 숫자를 차례대로 입력합니다.
② 글꼴 크기와 서식을 적절히 변경한 후, Ctrl + Shift를 누른 상태로 드래그하여 같은 숫자를 3개 더 추가합니다.
③ [삽입] - [도형] 에서 직사각형을 선택한 후, 4자리 년도가 표시될 영역을 제외한 위쪽과 아래쪽에 각각 도형을 추가하고, 도형의 채우기 색상과 윤곽선을 변경하여 배경과 일치시킵니다.
④ 슬라이드를 복제한 후, 두번째 슬라이드의 년도를 원하는 값으로 변경합니다.
[⚡Tip] Shift 키를 누른 상태로 드래그하면, 수직/수평 방향으로 편리하게 이동할 수 있습니다.
⑤ 각 슬라이드에 원하는 도형을 배치한 후, [전환] 탭에서 [모핑] 효과를 적용해보세요! 그러면 년도가 흐르면서 변하는 슬라이드가 완성됩니다.
[⚡Tip] 모핑 효과는 2019 이후 버전부터 사용 가능합니다!

👇 실무에 꼭 필요한 엑셀의 거의 모든 것을 담았습니다!  
 ""진짜 쓰는 실무 엑셀"" 교재 구매하기
- 교보문고 https://bit.ly/excel_kyobo
- 예스24 https://bit.ly/excel_yes
- 알라딘 https://bit.ly/excel_aladin 

⭐오빠두엑셀 위캔두 멤버쉽 채널 가입하기
https://www.youtube.com/channel/UCZ6UHYBQFBe14WUgxlgmYfg/join
Pro: 라이브강의 풀영상 다시보기 제공
Premium : 프리미엄 전용 워크샵 및 다시보기 영상 제공

#PPT #파워포인트 #모핑

❤️ 오빠두엑셀 공식 홈페이지 : https://www.oppadu.com
📚  엑셀 커뮤니티 바로가기 : https://www.oppadu.com/question

00:00 강의 시작
00:07 년도 만들기
00:20 가림 도형 추가하기
00:35 년도 흐름 적용하기",파워포인트의 간단한 기능을 사용해서 년도별로 시간이 흐르는 슬라이드를 1분 안에 만드는 방법을 알아보겠습니다 파워포인트를 실행한 다음 0부터 9까지 차례대로 숫자를 입력하고 숫자의 크기를 적절히 키운 다음 드래그해서 숫자를 3개 추가한다
26,요즘 JBL..무섭다.  SPINNER BT 턴테이블 리뷰,공돌이파파,https://www.youtube.com/watch?v=FGNHqfoBp8s,https://www.youtube.com/channel/UCDrUfc2phBnLWrwRwkIKRwQ,67143,1504,https://img.youtube.com/vi/FGNHqfoBp8s/hqdefault.jpg,PT10M47S,"제품정보 : https://smartstore.naver.com/hamanstore/products/9468695867
JBL 어센틱 스피커 & 스피너 BT 턴테이블의 조합을 청음해볼 수 있는 팝업스토어가 열린다고 하니 아래 내용 참조하세요. 

📍팝업스토어 기간 l 2023.12.2(토) – 8(금) *12/4(월) 휴무
📍팝업스토어 시간 l 12:00 ~ 20:00
📍장소 l 홍대 / 데이토나 레코즈 (서울시 마포구 토정로 23-1)


공돌이파파 비지니스 관련 문의 : gongdolpapa@gmail.com

0:00 JBL에서 턴테이블을 ?
1:32 조립(스페셜게스트)
3:27 톤암셋업(침압,안티스케이팅)
6:20 뒷편연결단자
7:00 블루투스 페어링 방법
8:25 블루투스라서 되는 것들
10:21 총평",JBL 턴테이블은 블루투스 스피커 중 상위급 코덱 중 하나인 포노앰프를 별도로 사서 쓰는 것이 아니라 포노앰프를 사용해서 블루투스 헤드폰으로 음악을 들을 수 있다.
28,"Microsoft 질주를 막을 수 있을까? Copilot 시리즈로 본격 AI Agent 시장 개화와 Windows on ARM, Azure AI 와 자체 칩 설계까지!",안될공학 - IT 테크 신기술,https://www.youtube.com/watch?v=5QLvjk8lfQI,https://www.youtube.com/channel/UCeN2YeJcBCRJoXgzF_OU3qw,38282,856,https://img.youtube.com/vi/5QLvjk8lfQI/hqdefault.jpg,PT10M52S,"Microsoft Ignite 2023 행사와 OpenAI Sam Altman 쿠데타 사건에 이어서 생성형  AI 시장에서 Microsoft의 입지는 확실히 확고해지고 있습니다. 그동안 AI 인프라 구축에 NVIDIA같은 기업이 주목되었다면, 이제 본격적으로 서비스를 함에 있어서 AI Agent 모델인 Copilot 시리즈로, 우리 생활과 업무, 서버 관리와 클라우드시스템 모두를 코파일럿으로 도움받아 어마무시한 효율성을 이끌어 낼 것으로 보이는데요. 기업 간 경쟁에서 더 빠르게 치고 나가려면, 이제 Window OS 를 사용하지 않으면 안되는 것 아닌가 싶을 정도로 파격적인 모습입니다. 여기에 MAIA 100, Cobalt 100과 같은 자체 칩 설계와 더불어 액티비전 블리자드의 인수까지, 광폭 행보를 보이는 현재의 Microsoft 를 모습을 살펴보고, 스티브잡스 vs 빌게이츠 시대 이후 다시 승기를 잡은 사티아 나델라의 Microsoft를 분석해보시죠.

Written by Error
Edited by 이진이

unrealtech2021@gmail.com",마이크로소프트가 제공하는 업무 생산성을 누리려면 AI 기반으로 확장을 해야 하는데 마이크로소프트가 제공하는 코파일럿을 이용하면 업무 생산성을 높일 수 있다.
26,"휴대폰 시계 크게하는법, 스마트폰 잠금화면 큰 시계 설정, 사용법, 시간설정, 위젯",온선 [온라인 선생님] ,https://www.youtube.com/watch?v=poEZ4R3t-Yk,https://www.youtube.com/channel/UC2tHUrXN5fVpooOQ0-SYDfw,121493,2271,https://img.youtube.com/vi/poEZ4R3t-Yk/hqdefault.jpg,PT8M22S,"▶교육 및 협업문의 : kej90916@gmail.com

오늘은 스마트폰에 시계와 일정을 크게 만드는 방법에 대해 알아보았습니다. 잠금화면에서도 큰 시계를 만들 수 있어요! 

#스마트폰사용법 #시니어교육 #스마트폰교육 #핸드폰사용법",시계를 크게 보는 방법은 핸드폰의 기능들을 내 입맛에 맞게 설정하는 방법으로 시계를 왼쪽 잠금 화면에 손가락으로 터치해 주면 된다 그리고 시계를 바깥으로 빼는 방법도 있다 유튜브 채널 온선 감사하다
24,이제 빵집 갈 때 열화상카메라 들고가세요 #내돈내산 #제품리뷰,리뷰야놀자,https://www.youtube.com/watch?v=fIuQiZti4d4,https://www.youtube.com/channel/UCX0Qk4QtPOlEwBmsbIG4vOg,513897,12042,https://img.youtube.com/vi/fIuQiZti4d4/hqdefault.jpg,PT1M,.,대한민국 최고의 빵치 성심당을 가기 위해 어플을 설치하고 핸드폰에 껴주면 핸드폰 자체가 여선 카메라가 된다.
26,세계 발명품상 받은 로봇청소기 기술근황 ㄷㄷ,1분미만,https://www.youtube.com/watch?v=06-E3uzOmI0,https://www.youtube.com/channel/UC2xkO7XCiStWfR3fKbzkbqw,1116485,18231,https://img.youtube.com/vi/06-E3uzOmI0/hqdefault.jpg,PT48S,"#로봇청소기 #청소기 #나르왈 #FreoXUltra #일상꿀팁 #꿀팁 #1분미만
.
.
나르왈의 지원을 받아 제작한 영상입니다
.
.
- 2023년 최신 완성형 로봇청소기 나르왈 Freo X Ultra
- 11월 6일 G마켓 BSD첫날에 정식 출시 특가
- 배우 임시완 국내 전속 모델
- 구매링크 : https://bit.ly/3u6iFSn",프레오 x 울트라라는 로봇 청소기는 진공 청소뿐만 아니라 물 걸레질까지 혼자 다하는 건 기본이고 가장 신박했던 건 물 걸레가 더러워지면 자기 혼자 집에 들어가서 자동으로 청소를 이어간다는 것이다
26,컴퓨터 용량이 부족할 땐 이 3가지로 해결하세요!💻,짤컷,https://www.youtube.com/watch?v=CZ_HIpMm4Dg,https://www.youtube.com/channel/UCao4qHQPcLZSRbRdsrrFRYw,501822,44346,https://img.youtube.com/vi/CZ_HIpMm4Dg/hqdefault.jpg,PT43S,"비지니스 문의: jjalcut@gmail.com

#shorts #꿀팁 #컴퓨터",로컬 디스크 시에서 디스크 정리를 누르면 많은 양의 용량을 확보할 수 있으며 로컬 디스크 시에서 속성에 들어가 디스크 정리를 누르면 의외로 많은 양의 용량을 확보할 수 있다.
22,이건 좀 미쳤는데요? 애플 출신이 차린 AI 스타트업,T3chfeed - 테크피드 미국 주식 인사이트,https://www.youtube.com/watch?v=U3ZO8ysn8mQ,https://www.youtube.com/channel/UCH2sxkxg_vdJSK4KYRXNE0Q,229028,3135,https://img.youtube.com/vi/U3ZO8ysn8mQ/hqdefault.jpg,PT9M19S,"ChatGPT의 기능을 그대로 손쉽게 쓸 수 있는 조그마한 AI 디바이스 회사 Humane (휴메인)이 그들의 첫번째 AI기기, ai pin을 출시합니다.

00:00 인트로
01:02 Humane에 대하여
01:40 ai pin
05:57 가격
06:44 ai pin의 문제점",AI 시대에 하드웨어 영역에서 화려하게 대비한 회사 휴메인은 AI 소프트웨어와 하드웨어의 결합을 해소해 시장에 내놓았으며 AI 기능을 바로 돌릴 수 있는 칩셋을 탑재하는 것은 불가능에 가깝다 생각한다
28,알리에서 산 이상한 것들? 3가지 아이폰15 악세사리,기똥찬 똥찬 Amazing ddongchan,https://www.youtube.com/watch?v=MAIDzpdwAUo,https://www.youtube.com/channel/UCm9BsxXLmKwo-Mjsg6ZRohQ,1831195,20076,https://img.youtube.com/vi/MAIDzpdwAUo/hqdefault.jpg,PT54S,.,알리에서 이상한 것들을 사봤는데 케이스 풀 알루미늄과 맥프로 그러운 커팅 메커니컬한 체결 방법까지 나쁘지 않은 듯 했으나 옆구리도 행하고 뒷면도 뚫려 있어 개인적으로 추천하기 힘들 것 같다
27,스마트폰을 계속 사용하면 배터리 수명이 줄어드는 이유,은근한 잡다한 지식,https://www.youtube.com/watch?v=xDWG7F68eDw,https://www.youtube.com/channel/UCifXwtIk4JtAzzAGNeeM91A,45726,1189,https://img.youtube.com/vi/xDWG7F68eDw/hqdefault.jpg,PT3M8S,"스마트폰을 처음 샀을 땐 하루종일 사용해도 배터리가 충분합니다
그런데 계속 사용하다보면 얼마 쓰지 않았는데 배터리가 바닥나게 되죠

스마트폰을 계속 사용하다보면 배터리의 성능이 안좋아지는 이유는 무엇일까요

뇌를 채워줄 은덩어리 지식들 은근한 잡다한 지식
시청해주셔서 감사합니다

인스타 : https://www.instagram.com/eunjobz/
후원 : https://toon.at/donate/silver-magazine
문의 : 7hieut@gmail.com
블로그 : https://pguin.tistory.com/2071

참고자료

배터리
https://www.samsungsdi.co.kr/column/all/detail/55269.html",배터리의 수명이 점점 줄어드는 이유는 전자 기기가 작동할 수 있도록 전기 에너지를 공급해 주는 장치인 전지가 충전이 불가능한 1차 전지와 충전이 가능한 2차 전지로 나눌 수 있기 때문이다
28,모니터 케이블 부러졌다. 질문 받는다.,퀘이사존 QUASARZONE,https://www.youtube.com/watch?v=35MOWxL2xP0,https://www.youtube.com/channel/UC17_4RLogNieDO33smNlcWw,1907080,26734,https://img.youtube.com/vi/35MOWxL2xP0/hqdefault.jpg,PT49S,"PC 제품 구매 전에 상세한 비교를 원한다면?
하드웨어 제품비교 : https://quasarzone.com/comparison/cpu

퀘이사존 공식채널: https://goo.gl/3pd4KH
퀘이사존  Q-STATION: https://goo.gl/r2lnM5

퀘이사존 홈페이지: https://quasarzone.com
퀘이사존 페이스북: http://on.fb.me/1LNkiCr",모니터를 어떻게 두 개 쓴다는 거지 아 한번 더 꽂아야 한다 어 뭐야 이거 안 빠지는데 나 좀 뒤지기 싫으면 3초 안에 와라 초코야 뭐야 이거 안 빠지는데 나 좀 뒤지기 싫으면 3초 안에 와라 하나 아 또 왜 또 왜 또 왜 또 왜 또 왜 또 왜 또 왜 또 왜 또 왜 또 왜 또 왜 또 왜 또 왜 또 왜 또 
28,"갤럭시S24 ""니들이 뭘 좋아하는 지 알아서 다 준비했어!"" 새로운 기능과 디자인까지 한번 잡숴봐!!",To Much IT,https://www.youtube.com/watch?v=-XeA1grol8M,https://www.youtube.com/channel/UCsE6934Fu-aiJ6uMZXOKqHw,128054,1330,https://img.youtube.com/vi/-XeA1grol8M/hqdefault.jpg,PT12M39S,"새로운 기능과 디자인은 물론 새로운 소재까지 싹 다 준비했습니다
앞으로 출시될 S24의 모든 것을 저와 함께 알아보시죠

[음악]
Longing - Joakim Karud  [Vlog No Copyright Music]

E-mail: gv6one@gmail.com",갤럭시 s24 시리즈는 출시일이 가까워지자 유출된 정보에 따르면 디자인과 소재 등 많은 부분이 바뀔 것으로 알려져 있으며 베젤이 얇을수록 화면을 볼 수 있는 범위가 넓어진다 볼 수 있다
